"Depth","Actinocyclus.curvatulus","Actinocyclus.dimorphus","Actinocyclus.ingens","Actinocyclus.ingens.var..nodus.","Actinocyclus.karstenii.","Actynocyclus.cf..karsteni","Actinocyclus.maccollumii..","Actinocyclus.spp.","Azpeitia.spp.","Chaetoceros.spp...resting.spores.","Chaetoceros.spp.","Cocconeis.spp.","Corethron.criophilum..","Coscinodiscus.spp.","Dactyliosolen.antarcticus.","Denticulopsis.spp..","Eucampia.antarctica.","Fragilariopsis.arcula..","Fragilariopsis.aurica.","Fragilariopsis.barronii..","Fragilariopsis.bohatyi.","Fragilariopsis.curta.","Fragilariopsis.kerguelensis.transitional.form..","Fragilariopsis.praeinterfrigidaria..","Fragilariopsis.interfrigidaria.","Fragilariopsis.ritscheri..","Fragilariopsis.barronii...ritscheri.transtitional.form","Fragilariopsis.clementia.","Fragilariopsis.spp.","Fragilariopsis.sublinearis.","Fragilariopsis.weaveri.","Proboscia.barboi..","Pyxilla.spp..","Rhizosolenia.antennata.var..semispina","Rhizosolenia.antennata.var..antennata","Rhizosolenia.crassa","Rhizosolenia.simplex","Rhizosolenia.sp..B.of.Harwood.and.Maruyama","Rhizosolenia.spp.","Rouxia.antarctica.","Rouxia.diploneides.","Rouxia.isopolica.","Rouxia.naviculoides.","Rouxia.spp.","Shionodiscus.oestrupi...tetraoestrupii.","Stellarima.microtrias.","Stephanopyxis.spp.","Synedropsis.spp.","Synedropsis.cheethamii.","Thalassiosira.complicata","Thalassiosira.fasciculata","Thalassiosira.insigna","Thalassiosira.inura","Thalassiosira.kolbei","Thalassiosira.lentiginosa","Thalassiosira.oliverana.","Thalassiosira.spp.","Thalassiosira.striata","Thalassiosira.torokina.","Thalassiosira.vulnifica","Thalassiothrix.spp."
69.74,0,0,0,0,0.0613333333333333,0,0,0,0,0.125333333333333,0.00266666666666667,0,0.00533333333333333,0,0.0106666666666667,0,0.0213333333333333,0,0,0.056,0.016,0.00266666666666667,0,0.0613333333333333,0.0213333333333333,0.00533333333333333,0.064,0.0293333333333333,0,0.008,0.0186666666666667,0.0106666666666667,0,0,0,0,0.00533333333333333,0,0,0,0,0,0,0.016,0.0293333333333333,0,0.00533333333333333,0.008,0,0,0.0586666666666667,0,0.189333333333333,0.0106666666666667,0.04,0.0586666666666667,0,0,0.00533333333333333,0,0.0533333333333333
69.84,0,0,0.0122324159021407,0,0.0305810397553517,0,0,0.0458715596330275,0,0.0519877675840979,0,0,0,0,0,0.00305810397553517,0.00305810397553517,0,0.00611620795107034,0.0458715596330275,0.0244648318042813,0,0,0.0152905198776758,0.0244648318042813,0,0.0305810397553517,0.0275229357798165,0.0152905198776758,0.0305810397553517,0.100917431192661,0.018348623853211,0,0,0,0.00305810397553517,0,0,0.00611620795107034,0.0214067278287462,0,0.00305810397553517,0.0152905198776758,0.0214067278287462,0.0275229357798165,0,0.0519877675840979,0,0,0,0.0458715596330275,0,0.0917431192660551,0,0.0152905198776758,0.073394495412844,0.00917431192660551,0.055045871559633,0.00611620795107034,0,0.0672782874617737
70.04,0,0.009375,0.032625374251497,0,0.0296594311377246,0,0,0,0.0385572604790419,0.0177956586826347,0,0.0177956586826347,0,0,0,0,0.0177956586826347,0,0,0.0563529191616766,0.0296594311377246,0,0,0,0.0237275449101796,0,0.0266934880239521,0.0148297155688623,0.0237275449101796,0.0444891467065868,0.121603667664671,0.0118637724550898,0,0,0,0,0.0177956586826347,0,0,0.0741485778443114,0,0,0.0207616017964072,0.0118637724550898,0.0504210329341317,0,0.00593188622754491,0.00593188622754491,0.00296594311377246,0,0.103808008982036,0,0.0682166916167665,0.00593188622754491,0.0148297155688623,0.0622848053892216,0,0,0,0,0.0385572604790419
72.35,0,0,0.0496688741721854,0.00662251655629139,0.076158940397351,0,0,0,0.0165562913907285,0.0231788079470199,0,0,0,0,0.0033112582781457,0.0562913907284768,0.0298013245033113,0,0,0.0529801324503311,0.0165562913907285,0,0,0,0.0231788079470199,0,0.0728476821192053,0,0.0165562913907285,0.0629139072847682,0.033112582781457,0.0132450331125828,0,0,0,0,0.0264900662251656,0,0,0.0529801324503311,0,0,0.00993377483443709,0.00993377483443709,0.0231788079470199,0.0132450331125828,0.0165562913907285,0,0,0,0.0728476821192053,0,0.0596026490066225,0.0264900662251656,0.0132450331125828,0.0596026490066225,0,0,0.00993377483443709,0,0.0529801324503311
72.55,0,0,0.00934579439252336,0,0.0841121495327103,0,0,0.0155763239875389,0.0155763239875389,0.0404984423676012,0.00623052959501558,0,0.00934579439252336,0,0.00623052959501558,0,0.0373831775700935,0,0.0186915887850467,0.0716510903426791,0,0.00311526479750779,0,0,0.0467289719626168,0.0186915887850467,0.0934579439252336,0,0.0560747663551402,0.0623052959501558,0.0124610591900312,0.00311526479750779,0,0,0,0,0.00623052959501558,0,0.00623052959501558,0.0218068535825545,0,0.00623052959501558,0.0186915887850467,0.0249221183800623,0.0124610591900312,0.0186915887850467,0.0155763239875389,0,0,0,0.0342679127725857,0.00623052959501558,0.0218068535825545,0.0155763239875389,0.0155763239875389,0.0467289719626168,0.0249221183800623,0.0218068535825545,0.0186915887850467,0,0.0529595015576324
72.85,0,0,0,0,0.0739644970414201,0,0,0,0.0798816568047337,0.00887573964497041,0,0,0,0,0,0.00591715976331361,0.00887573964497041,0,0,0.127218934911243,0,0,0,0,0.0207100591715976,0.00887573964497041,0.0946745562130177,0,0.0266272189349112,0.0680473372781065,0,0.00591715976331361,0,0,0,0,0.00591715976331361,0,0,0.0887573964497042,0,0.00591715976331361,0.0591715976331361,0,0.0562130177514793,0,0.0236686390532544,0,0.0029585798816568,0.00887573964497041,0.0236686390532544,0,0.109467455621302,0,0.0207100591715976,0.0355029585798817,0,0,0.00591715976331361,0,0.0236686390532544
73.05,0,0,0,0,0.0740740740740741,0,0,0,0.0555555555555556,0.0308641975308642,0,0,0,0,0.0493827160493827,0.0493827160493827,0.00925925925925926,0,0,0.0987654320987654,0,0,0,0.0246913580246914,0.0493827160493827,0,0.0679012345679012,0,0,0.0493827160493827,0,0.00308641975308642,0,0,0,0,0.0123456790123457,0,0,0.0185185185185185,0,0,0.037037037037037,0.0308641975308642,0.0493827160493827,0.0185185185185185,0.058641975308642,0,0,0.0123456790123457,0,0,0.0987654320987654,0,0.00925925925925926,0.0185185185185185,0,0,0.0246913580246914,0,0.0493827160493827
73.45,0.00993377483443709,0,0.0264900662251656,0,0.0794701986754967,0,0,0.00662251655629139,0.0529801324503311,0.043046357615894,0,0,0,0,0.0463576158940397,0.0397350993377483,0.0298013245033113,0,0,0.0662251655629139,0,0,0,0.00662251655629139,0.076158940397351,0,0.076158940397351,0,0.0033112582781457,0.033112582781457,0,0.0264900662251656,0,0,0,0,0.0033112582781457,0,0,0.0529801324503311,0,0,0.0264900662251656,0.0132450331125828,0.0264900662251656,0,0.0397350993377483,0.0033112582781457,0.00662251655629139,0.0033112582781457,0.0165562913907285,0,0.0860927152317881,0,0.00662251655629139,0.0132450331125828,0,0,0.033112582781457,0,0.0463576158940397
75.81,0,0,0,0,0.0651162790697674,0,0,0,0.0558139534883721,0.0302325581395349,0.00465116279069767,0,0,0,0.0813953488372093,0,0.0488372093023256,0,0,0.0534883720930233,0,0,0,0.0209302325581395,0.0930232558139535,0,0.00930232558139535,0,0,0.0209302325581395,0,0.00465116279069767,0,0,0,0,0.00465116279069767,0,0.00465116279069767,0.0325581395348837,0,0.00465116279069767,0.0162790697674419,0.00465116279069767,0.00930232558139535,0,0.127906976744186,0.00697674418604651,0,0.00465116279069767,0.0627906976744186,0,0.0930232558139535,0.00465116279069767,0.0116279069767442,0.0232558139534884,0,0,0.0581395348837209,0,0.0418604651162791
75.91,0,0,0.00574712643678161,0,0.0574712643678161,0,0,0,0,0.109195402298851,0.0028735632183908,0,0.0028735632183908,0,0.0689655172413793,0.00574712643678161,0.0172413793103448,0,0,0.0344827586206897,0,0.00574712643678161,0,0.0344827586206897,0.0632183908045977,0,0.0172413793103448,0,0.0028735632183908,0.0172413793103448,0,0.0172413793103448,0,0,0,0,0.0229885057471264,0,0,0.0689655172413793,0,0.00862068965517241,0.0344827586206897,0.0344827586206897,0.0488505747126437,0,0.0402298850574713,0.0114942528735632,0,0.0316091954022989,0,0,0.140804597701149,0,0.0114942528735632,0.0172413793103448,0.0201149425287356,0,0.00574712643678161,0,0.0402298850574713
76,0,0,0.0113314447592068,0,0.0594900849858357,0,0,0.0113314447592068,0.0169971671388102,0.0651558073654391,0,0,0.0028328611898017,0,0.0424929178470255,0.0028328611898017,0.0141643059490085,0,0,0.0594900849858357,0,0.0028328611898017,0,0.0651558073654391,0.0821529745042493,0,0.0084985835694051,0,0.0169971671388102,0.0424929178470255,0.0028328611898017,0,0,0,0,0,0.0141643059490085,0,0,0.0311614730878187,0,0,0.0509915014164306,0.0509915014164306,0.056657223796034,0,0.0509915014164306,0,0,0.0198300283286119,0,0.0028328611898017,0.0821529745042493,0.0169971671388102,0,0.0113314447592068,0.0198300283286119,0.0481586402266289,0.0056657223796034,0,0.0311614730878187
76.1,0,0,0.00591715976331361,0,0.112426035502959,0,0,0,0,0.0710059171597633,0,0,0,0,0.144970414201183,0,0.00591715976331361,0,0,0.0207100591715976,0,0,0,0.0207100591715976,0.0917159763313609,0,0.0207100591715976,0,0,0.0266272189349112,0,0,0,0,0,0,0.0118343195266272,0,0,0.124260355029586,0,0.0118343195266272,0.00591715976331361,0.00887573964497041,0.0532544378698225,0.00591715976331361,0.0650887573964497,0.00887573964497041,0,0.0236686390532544,0.0355029585798817,0,0.0591715976331361,0,0,0.0118343195266272,0.00591715976331361,0.00591715976331361,0.0177514792899408,0,0.0236686390532544
76.19,0,0,0,0,0.0620915032679739,0,0,0.0065359477124183,0.0392156862745098,0.065359477124183,0,0,0,0,0.0457516339869281,0,0.0163398692810458,0,0,0.0196078431372549,0,0,0,0.0686274509803922,0.0620915032679739,0,0.0196078431372549,0,0.0130718954248366,0.0392156862745098,0,0.0065359477124183,0,0,0,0,0.0065359477124183,0,0.00326797385620915,0.0392156862745098,0,0.0065359477124183,0.0359477124183007,0.0228758169934641,0.0751633986928105,0,0.0490196078431373,0,0,0.0261437908496732,0.0065359477124183,0,0.104575163398693,0.0130718954248366,0,0.0130718954248366,0.0490196078431373,0.0359477124183007,0.00980392156862745,0,0.0392156862745098
76.29,0,0,0,0,0.0838709677419355,0,0,0,0,0.0838709677419355,0,0,0,0,0.0451612903225806,0,0.00967741935483871,0,0.00645161290322581,0.0193548387096774,0,0,0,0.032258064516129,0.0903225806451613,0,0.0032258064516129,0,0.00645161290322581,0.00645161290322581,0,0.0258064516129032,0,0,0,0,0.00645161290322581,0,0,0.148387096774194,0,0.00967741935483871,0.0290322580645161,0.0225806451612903,0.0709677419354839,0,0.0354838709677419,0,0,0.0193548387096774,0.0129032258064516,0,0.0967741935483871,0,0,0.00967741935483871,0.00645161290322581,0.00967741935483871,0.0258064516129032,0,0.0838709677419355
76.48,0.00280898876404494,0,0,0,0.132022471910112,0,0,0,0.00842696629213483,0.109550561797753,0,0,0,0,0.0365168539325843,0.00561797752808989,0.00561797752808989,0,0,0.0224719101123595,0,0,0,0.0533707865168539,0.0308988764044944,0,0.0112359550561798,0,0.00280898876404494,0.0617977528089888,0,0.00842696629213483,0,0,0,0,0,0,0,0.143258426966292,0,0.0168539325842697,0.0168539325842697,0.0112359550561798,0.0449438202247191,0.0224719101123595,0.0674157303370786,0.0112359550561798,0,0.0196629213483146,0.00842696629213483,0,0.0674157303370786,0,0,0.0393258426966292,0,0,0.0112359550561798,0,0.0280898876404494
76.67,0,0,0,0,0.0538243626062323,0,0,0,0,0.13314447592068,0,0,0.0028328611898017,0,0.0481586402266289,0,0.0056657223796034,0,0,0.0623229461756374,0,0,0,0.0594900849858357,0.113314447592068,0,0.0113314447592068,0,0.0056657223796034,0.0453257790368272,0,0.0056657223796034,0,0,0,0,0.0056657223796034,0,0,0.118980169971671,0,0.0198300283286119,0.0056657223796034,0.0084985835694051,0.0764872521246459,0,0.0311614730878187,0.0056657223796034,0,0,0,0,0.141643059490085,0,0,0.0056657223796034,0,0,0.0056657223796034,0,0.028328611898017
76.765,0,0,0,0,0.0572207084468665,0,0,0.00544959128065395,0.0163487738419619,0.0381471389645777,0,0,0,0,0.0653950953678474,0,0.0136239782016349,0,0,0.125340599455041,0,0,0,0.0544959128065395,0.163487738419619,0,0.0163487738419619,0,0,0.0136239782016349,0,0.00544959128065395,0,0,0,0,0.00544959128065395,0,0,0.0599455040871935,0,0.00272479564032698,0.0217983651226158,0.00817438692098093,0.0408719346049046,0,0.0326975476839237,0,0,0.0163487738419619,0,0,0.136239782016349,0.0163487738419619,0,0.0272479564032698,0.00544959128065395,0.0136239782016349,0.0108991825613079,0,0.0272479564032698
76.86,0,0,0,0,0.0238726790450928,0,0,0,0.0185676392572944,0.0928381962864721,0,0,0,0,0.106100795755968,0,0.0212201591511936,0,0,0.0663129973474801,0,0,0,0.0291777188328912,0.0371352785145889,0,0.0344827586206897,0,0,0.0106100795755968,0.0026525198938992,0.00795755968169761,0,0,0,0,0.0026525198938992,0,0,0.119363395225464,0,0,0.0450928381962865,0.0238726790450928,0.0583554376657825,0,0.0212201591511936,0,0,0.0159151193633952,0,0,0.137931034482759,0.00530503978779841,0,0.0238726790450928,0,0.0344827586206897,0.013262599469496,0,0.0477453580901857
76.96,0,0,0,0,0.0498442367601246,0,0,0,0,0.0716510903426791,0,0,0,0,0.118380062305296,0,0.00623052959501558,0,0,0.0872274143302181,0,0,0,0.0560747663551402,0.0467289719626168,0,0.0654205607476635,0,0,0.0124610591900312,0,0.0155763239875389,0,0,0,0,0,0,0,0.143302180685358,0,0.00623052959501558,0.0280373831775701,0,0.059190031152648,0,0.0249221183800623,0,0,0.0249221183800623,0,0,0.0747663551401869,0,0,0.0373831775700935,0.00623052959501558,0.00934579439252336,0.00623052959501558,0,0.0498442367601246
77.15,0,0,0,0,0.0466666666666667,0,0,0,0,0.0733333333333333,0,0,0,0,0.12,0,0.0133333333333333,0,0,0.1,0,0,0,0.04,0.0666666666666667,0,0.0733333333333333,0,0,0.0433333333333333,0,0.0133333333333333,0,0,0,0,0.00333333333333333,0,0,0.16,0,0.00666666666666667,0.0133333333333333,0.00666666666666667,0.0133333333333333,0,0.04,0,0,0.00666666666666667,0,0,0.0666666666666667,0,0,0.04,0,0.00333333333333333,0.00333333333333333,0,0.0466666666666667
77.34,0,0,0,0,0.0383386581469649,0,0,0.0191693290734824,0,0.0575079872204473,0.00958466453674121,0,0,0,0.137380191693291,0.00958466453674121,0.00958466453674121,0,0,0.10223642172524,0,0,0,0.0766773162939297,0.0575079872204473,0,0.00958466453674121,0,0.0351437699680511,0.0255591054313099,0,0.00958466453674121,0,0.00638977635782748,0,0.00319488817891374,0,0.00638977635782748,0.00958466453674121,0.0351437699680511,0,0.0191693290734824,0.0415335463258786,0.0223642172523962,0.0159744408945687,0,0.0670926517571885,0,0,0.0159744408945687,0,0,0.0511182108626198,0.00638977635782748,0.00319488817891374,0.0159744408945687,0.0191693290734824,0.0159744408945687,0.00319488817891374,0,0.0447284345047923
77.53,0,0,0.0118694362017804,0,0.029673590504451,0,0,0,0.0178041543026706,0.0949554896142433,0,0,0,0,0.0949554896142433,0,0.0118694362017804,0,0,0.118694362017804,0,0,0,0.0237388724035608,0.0652818991097923,0,0.0474777448071217,0,0,0.0237388724035608,0,0,0,0,0,0,0.0118694362017804,0.00593471810089021,0,0.142433234421365,0.00593471810089021,0.0682492581602374,0.0237388724035608,0,0.0118694362017804,0,0.0237388724035608,0,0,0.0237388724035608,0.0118694362017804,0,0.0949554896142433,0,0,0,0,0,0.0118694362017804,0,0.0237388724035608
78.1,0,0,0.0363636363636364,0,0.0545454545454545,0,0,0,0.0303030303030303,0.0484848484848485,0,0,0,0,0.0909090909090909,0.0484848484848485,0.0121212121212121,0,0,0.0696969696969697,0,0.00303030303030303,0,0.0181818181818182,0.0545454545454545,0,0.0151515151515152,0,0,0.0484848484848485,0,0.0181818181818182,0,0,0,0,0,0,0,0.1,0,0.0545454545454545,0.0272727272727273,0,0,0,0.0272727272727273,0,0.00303030303030303,0.0242424242424242,0,0,0.103030303030303,0,0,0.0333333333333333,0,0.0121212121212121,0.0121212121212121,0,0.0545454545454545
78.29,0,0,0.0194174757281553,0,0.0453074433656958,0,0,0,0,0.0938511326860841,0,0,0,0,0.0841423948220065,0.0388349514563107,0,0,0,0.0970873786407767,0,0.00323624595469256,0,0.0453074433656958,0.0258899676375405,0,0.029126213592233,0,0,0.0388349514563107,0,0.0258899676375405,0,0,0,0,0.00647249190938511,0,0,0.0906148867313916,0,0.0809061488673139,0.0453074433656958,0.0226537216828479,0,0,0.00647249190938511,0,0,0.0226537216828479,0,0,0.103559870550162,0.00647249190938511,0,0,0,0.029126213592233,0,0,0.0388349514563107
79.23,0.0026246719160105,0,0,0,0.020997375328084,0,0,0,0.015748031496063,0.115485564304462,0.0026246719160105,0,0.0026246719160105,0,0.0813648293963254,0.0026246719160105,0.005249343832021,0,0,0.146981627296588,0,0.005249343832021,0,0.0288713910761155,0.0078740157480315,0,0.0026246719160105,0,0,0.0236220472440945,0,0.020997375328084,0,0,0,0,0.010498687664042,0,0,0.162729658792651,0,0.083989501312336,0.031496062992126,0.031496062992126,0.015748031496063,0.0026246719160105,0.015748031496063,0.0026246719160105,0,0.015748031496063,0,0,0.125984251968504,0,0.005249343832021,0,0,0.005249343832021,0,0,0.005249343832021
79.33,0,0,0.00625,0,0.009375,0,0,0.021875,0,0.15,0,0,0.003125,0,0.040625,0,0.003125,0,0,0.14375,0,0.00625,0,0.01875,0.00625,0,0.00625,0,0.015625,0.040625,0,0.009375,0,0,0,0,0,0,0,0.08125,0,0.0875,0.128125,0.03125,0.009375,0,0.009375,0,0.003125,0.00625,0,0,0.040625,0.015625,0.009375,0.009375,0.046875,0.015625,0,0,0.025
79.425,0,0,0,0,0.0062111801242236,0,0,0,0.031055900621118,0.0869565217391304,0.0031055900621118,0,0,0,0.130434782608696,0.0031055900621118,0,0,0,0.164596273291925,0,0.0031055900621118,0,0.0279503105590062,0.0496894409937888,0,0.0403726708074534,0,0,0.0217391304347826,0,0,0,0,0,0,0,0,0,0.183229813664596,0,0.0248447204968944,0.0434782608695652,0.0093167701863354,0.0062111801242236,0,0,0,0.0062111801242236,0.0124223602484472,0,0,0.102484472049689,0.0031055900621118,0.0062111801242236,0.0062111801242236,0,0.0124223602484472,0,0,0.015527950310559
79.52,0,0,0.00284090909090909,0,0.0227272727272727,0,0,0,0.0511363636363636,0.0284090909090909,0,0,0,0,0.0454545454545455,0,0.00284090909090909,0,0,0.224431818181818,0,0,0,0.0170454545454545,0.125,0,0.0170454545454545,0,0,0.0340909090909091,0,0.0113636363636364,0,0,0,0,0.00284090909090909,0,0,0.0596590909090909,0,0.0284090909090909,0.0852272727272727,0.0142045454545455,0.0170454545454545,0,0.0142045454545455,0,0.00284090909090909,0.0227272727272727,0.03125,0,0.105113636363636,0,0.00852272727272727,0.00852272727272727,0,0.00568181818181818,0,0,0.0113636363636364
79.615,0,0,0.00647249190938511,0,0.0129449838187702,0,0,0,0.0517799352750809,0.0711974110032362,0,0,0,0,0.116504854368932,0,0.00647249190938511,0,0,0.255663430420712,0,0,0,0.0129449838187702,0.0420711974110032,0,0.0647249190938511,0,0.00647249190938511,0.0194174757281553,0,0.00647249190938511,0,0,0,0,0.00647249190938511,0,0,0.129449838187702,0,0.0420711974110032,0.0194174757281553,0.00323624595469256,0.00647249190938511,0,0.0129449838187702,0.00323624595469256,0,0.00323624595469256,0,0,0.0550161812297735,0,0.0129449838187702,0.00647249190938511,0,0.00647249190938511,0.00647249190938511,0,0.0129449838187702
79.71,0,0,0.0114285714285714,0,0,0,0,0,0.0114285714285714,0.0742857142857143,0,0,0,0,0.0914285714285714,0.00285714285714286,0,0,0,0.277142857142857,0,0,0,0.0228571428571429,0.0657142857142857,0,0.0714285714285714,0,0.00285714285714286,0.0142857142857143,0,0.0114285714285714,0,0,0,0,0.00571428571428571,0,0,0.0857142857142857,0,0.0371428571428571,0.0257142857142857,0.00285714285714286,0.0114285714285714,0,0.0114285714285714,0.00285714285714286,0,0.0171428571428571,0,0,0.108571428571429,0,0.00571428571428571,0,0,0.0114285714285714,0,0,0.0171428571428571
79.81,0,0,0.0676870350897691,0.00615336682634264,0.0123067336526853,0,0,0,0.0953771858083109,0.0276901507185419,0,0,0,0,0.00615336682634264,0.0461502511975698,0.0153834170658566,0,0,0.206137788682479,0,0,0,0.0307668341317132,0.0707637185029404,0,0.0338435175448845,0,0.0184601004790279,0.00923005023951396,0,0.00615336682634264,0,0.00315457413249211,0,0,0,0,0,0.0153834170658566,0,0,0.00307668341317132,0.0123067336526853,0.00615336682634264,0,0.086147135568797,0,0,0.0246134673053706,0.0707637185029404,0,0.0492269346107411,0.0184601004790279,0.0123067336526853,0.0123067336526853,0,0,0.00307668341317132,0,0.0307668341317132
83.42,0,0,0.00619195046439629,0.00619195046439629,0.0588235294117647,0,0,0,0.0278637770897833,0.0247678018575851,0,0,0,0,0.0247678018575851,0.00928792569659443,0.00928792569659443,0,0,0.123839009287926,0,0,0,0.0495356037151703,0.021671826625387,0,0.0185758513931889,0,0,0.0309597523219814,0,0.00619195046439629,0,0,0,0,0,0.00619195046439629,0,0.13312693498452,0.00619195046439629,0.108359133126935,0.0340557275541796,0.00928792569659443,0.0123839009287926,0,0.0278637770897833,0.00619195046439629,0.00619195046439629,0.0340557275541796,0.0371517027863777,0,0.0712074303405573,0.00928792569659443,0.0185758513931889,0.00928792569659443,0.00619195046439629,0.0278637770897833,0,0,0.0185758513931889
83.8,0,0,0.00634920634920635,0,0,0,0,0.00952380952380952,0,0.0952380952380952,0.00952380952380952,0,0,0,0.0761904761904762,0,0.00634920634920635,0.00317460317460317,0.00317460317460317,0.136507936507936,0,0,0,0.0603174603174603,0.00317460317460317,0,0.00952380952380952,0,0.0222222222222222,0.019047619047619,0,0.00634920634920635,0.00317460317460317,0,0,0,0,0,0,0.0253968253968254,0.00317460317460317,0.0698412698412698,0.0888888888888889,0.0634920634920635,0.0158730158730159,0.00317460317460317,0.019047619047619,0,0,0.0349206349206349,0,0,0.0634920634920635,0.00952380952380952,0.00952380952380952,0.00634920634920635,0.019047619047619,0.0476190476190476,0.00317460317460317,0,0.0476190476190476
83.895,0,0,0,0,0.0316455696202532,0,0,0,0.0759493670886076,0.0886075949367088,0,0,0,0,0.0632911392405063,0.00632911392405063,0.00632911392405063,0,0,0.20253164556962,0,0.00316455696202532,0,0.0411392405063291,0.0221518987341772,0,0.0126582278481013,0,0.00316455696202532,0.0221518987341772,0,0.00632911392405063,0,0,0,0,0.00632911392405063,0,0,0.15506329113924,0,0.0221518987341772,0.00949367088607595,0.0158227848101266,0.0126582278481013,0.00316455696202532,0.00949367088607595,0.00949367088607595,0,0.0253164556962025,0,0,0.0443037974683544,0,0.0253164556962025,0.0126582278481013,0,0.0379746835443038,0.0126582278481013,0,0.0126582278481013
83.99,0,0,0,0,0.0162162162162162,0,0,0,0.072972972972973,0.0216216216216216,0,0.00540540540540541,0,0,0.0540540540540541,0,0,0,0,0.178378378378378,0,0.00540540540540541,0,0.0432432432432432,0.0675675675675676,0,0.00810810810810811,0,0.0108108108108108,0.0162162162162162,0,0.0162162162162162,0,0,0,0,0.0162162162162162,0.00540540540540541,0,0.102702702702703,0,0.00540540540540541,0.0378378378378378,0.0405405405405405,0.0216216216216216,0,0.0324324324324324,0,0.00540540540540541,0.0162162162162162,0.0162162162162162,0,0.0648648648648649,0.0108108108108108,0.0432432432432432,0.0162162162162162,0,0.027027027027027,0,0.0027027027027027,0.0189189189189189
